order_time,store_id,product,quantity,unit_price,amount,payment_type
2025-09-01 18:51:55,S009,Doohickey,3,20.68,62.04,CASH
2025-09-01 18:59:49,S008,Apparatus,2,100.51,201.02,WALLET
2025-09-01 16:15:03,S004,Thingamajig,1,92.06,92.06,UPI
2025-09-01 09:54:45,S002,Widget,1,91.94,91.94,UPI
2025-09-01 17:46:23,S006,Thingamajig,1,79.86,79.86,CARD
2025-09-01 13:36:21,S002,Widget,3,115.28,345.84,CARD
2025-09-01 18:03:28,S009,Doodad,2,46.53,93.06,WALLET
2025-09-01 14:01:25,S005,Doohickey,1,22.2,22.2,WALLET
2025-09-01 14:05:10,S009,Apparatus,3,95.98,287.94,WALLET
2025-09-01 21:08:16,S005,Thingamajig,4,89.58,358.32,CASH
2025-09-01 10:17:37,S010,Whatsit,3,65.88,197.64,CARD
2025-09-01 17:16:33,S005,Widget,5,103.31,516.55,WALLET
2025-09-01 18:51:15,S001,Thingamajig,1,81.61,81.61,WALLET
2025-09-01 09:59:49,S005,Gadget,1,174.53,174.53,WALLET
2025-09-01 19:06:41,S001,Widget,5,114.06,570.3,WALLET
2025-09-01 16:40:10,S002,Whatsit,5,63.19,315.95,UPI
2025-09-01 17:34:10,S008,Gadget,1,164.69,164.69,CARD
2025-09-01 12:51:40,S004,Doodad,1,42.68,42.68,CARD
2025-09-01 11:24:01,S008,Widget,4,112.53,450.12,WALLET
2025-09-01 18:59:47,S004,Widget,4,111.38,445.52,CARD
2025-09-01 14:36:56,S006,Doohickey,4,20.37,81.48,WALLET
2025-09-01 14:04:29,S002,Doodad,2,40.79,81.58,CASH
2025-09-01 15:28:06,S005,Doodad,3,41.82,125.46,CARD
2025-09-01 20:19:24,S009,Thingamajig,2,80.39,160.78,UPI
2025-09-01 20:37:37,S002,Thingamajig,2,82.17,164.34,WALLET
2025-09-01 12:23:53,S008,Apparatus,1,103.65,103.65,UPI
2025-09-01 17:59:44,S009,Thingamajig,1,76.85,76.85,UPI
2025-09-01 13:06:46,S002,Apparatus,5,81.55,407.75,CASH
2025-09-01 10:49:47,S002,Doohickey,3,20.19,60.57,WALLET
2025-09-01 16:56:19,S003,Doohickey,4,17.7,70.8,CASH
2025-09-01 11:47:31,S009,Doodad,4,45.08,180.32,WALLET
2025-09-01 20:53:05,S010,Widget,5,114.1,570.5,WALLET
2025-09-01 10:00:37,S009,Apparatus,1,102.08,102.08,UPI
2025-09-01 08:59:31,S010,Thingamajig,5,75.06,375.3,WALLET
2025-09-01 16:15:04,S002,Apparatus,1,106.27,106.27,UPI
2025-09-01 18:35:31,S003,Contraption,4,140.82,563.28,WALLET
2025-09-01 11:24:25,S003,Contraption,1,116.75,116.75,UPI
2025-09-01 19:50:50,S010,Doohickey,1,20.67,20.67,WALLET
2025-09-01 11:58:30,S001,Gadget,1,137.16,137.16,CASH
2025-09-01 12:10:12,S010,Whatsit,3,61.2,183.6,CARD
2025-09-01 15:22:06,S010,Widget,2,93.58,187.16,UPI
2025-09-01 17:07:21,S005,Contraption,2,133.78,267.56,UPI
2025-09-01 09:18:13,S010,Widget,3,112.51,337.53,CASH
2025-09-01 19:17:00,S004,Whatsit,4,57.17,228.68,UPI
2025-09-01 11:04:40,S009,Gadget,4,137.17,548.68,CARD
2025-09-01 22:41:23,S007,Thingamajig,3,85.08,255.24,CARD
2025-09-01 15:14:49,S004,Doohickey,2,21.52,43.04,CARD
2025-09-01 18:06:57,S009,Thingamajig,5,80.9,404.5,WALLET
2025-09-01 20:02:02,S005,Whatsit,3,63.5,190.5,CARD
2025-09-01 09:11:14,S001,Widget,1,117.63,117.63,UPI
2025-09-01 18:18:06,S005,Doodad,3,36.62,109.86,CARD
2025-09-01 11:25:25,S010,Apparatus,1,95.24,95.24,UPI
2025-09-01 08:25:27,S006,Widget,1,94.29,94.29,CARD
2025-09-01 15:24:35,S010,Contraption,1,143.79,143.79,CASH
2025-09-01 10:20:54,S007,Doodad,3,37.54,112.62,CARD
2025-09-01 18:24:11,S002,Doodad,3,35.48,106.44,WALLET
2025-09-01 20:09:26,S005,Whatsit,3,60.41,181.23,UPI
2025-09-01 14:22:08,S004,Whatsit,3,63.14,189.42,UPI
2025-09-01 22:21:32,S004,Contraption,5,116.33,581.65,UPI
2025-09-01 15:45:29,S010,Gadget,2,142.02,284.04,CARD
2025-09-01 18:39:44,S001,Contraption,5,133.85,669.25,CASH
2025-09-01 18:57:23,S005,Widget,4,114.28,457.12,CASH
2025-09-01 11:18:07,S009,Doodad,5,41.63,208.15,CARD
2025-09-01 14:16:18,S007,Widget,2,100.01,200.02,CASH
2025-09-01 09:16:05,S005,Contraption,5,133.15,665.75,CASH
2025-09-01 15:53:03,S010,Thingamajig,3,82.43,247.29,CARD
2025-09-01 19:45:53,S002,Whatsit,5,53.42,267.1,WALLET
2025-09-01 09:33:55,S008,Widget,3,106.49,319.47,UPI
2025-09-01 21:59:42,S009,Widget,3,111.56,334.68,CARD
2025-09-01 13:13:49,S008,Doodad,4,46.78,187.12,CASH
2025-09-01 10:01:01,S005,Apparatus,5,86.02,430.1,CARD
2025-09-01 13:00:31,S001,Doohickey,1,21.09,21.09,CASH
2025-09-01 11:02:59,S001,Doodad,1,40.76,40.76,UPI
2025-09-01 16:16:07,S005,Whatsit,2,65.67,131.34,CARD
2025-09-01 14:02:32,S004,Widget,3,111.43,334.29,CARD
2025-09-01 08:06:04,S009,Gadget,5,164.62,823.1,CASH
2025-09-01 10:38:05,S007,Doohickey,4,20.37,81.48,WALLET
2025-09-01 16:54:06,S010,Widget,2,103.05,206.1,WALLET
2025-09-01 13:33:28,S002,Contraption,4,142.46,569.84,CASH
2025-09-01 10:08:40,S009,Gadget,5,137.12,685.6,UPI
2025-09-01 21:32:02,S006,Doohickey,2,22.33,44.66,CARD
2025-09-01 14:24:07,S002,Doohickey,1,22.57,22.57,CARD
2025-09-01 09:20:44,S009,Whatsit,2,70.04,140.08,CARD
2025-09-01 13:04:35,S003,Gadget,2,166.64,333.28,CARD
2025-09-01 11:07:23,S006,Whatsit,5,65.65,328.25,CASH
2025-09-01 11:56:29,S006,Widget,2,113.98,227.96,WALLET
2025-09-01 17:52:36,S005,Thingamajig,5,80.9,404.5,WALLET
2025-09-01 11:14:19,S010,Thingamajig,5,94.01,470.05,CARD
2025-09-01 11:42:55,S008,Gadget,1,139.45,139.45,WALLET
2025-09-01 09:23:38,S002,Gadget,4,158.66,634.64,CARD
2025-09-01 14:47:25,S010,Doodad,2,35.54,71.08,CASH
2025-09-01 12:40:03,S005,Doohickey,3,20.09,60.27,CASH
2025-09-01 22:09:07,S002,Whatsit,1,56.69,56.69,UPI
2025-09-01 08:34:28,S009,Thingamajig,4,79.27,317.08,CARD
2025-09-01 21:59:03,S010,Contraption,1,132.89,132.89,CASH
2025-09-01 19:19:03,S006,Contraption,1,123.67,123.67,CASH
2025-09-01 21:48:03,S007,Doohickey,2,19.52,39.04,UPI
2025-09-01 10:05:23,S010,Gadget,4,178.28,713.12,CASH
2025-09-01 21:43:45,S008,Contraption,5,123.9,619.5,CASH
2025-09-01 16:59:01,S006,Apparatus,2,85.87,171.74,CARD
2025-09-01 12:09:28,S001,Contraption,4,123.19,492.76,CASH
2025-09-01 18:51:28,S008,Doodad,2,43.2,86.4,UPI
2025-09-01 10:14:56,S001,Whatsit,3,59.96,179.88,WALLET
2025-09-01 20:56:23,S006,Contraption,1,146.36,146.36,WALLET
2025-09-01 14:49:21,S007,Gadget,2,171.96,343.92,WALLET
2025-09-01 15:55:28,S003,Gadget,1,159.19,159.19,CASH
2025-09-01 08:17:50,S006,Doodad,2,41.13,82.26,CARD
2025-09-01 16:08:15,S009,Whatsit,4,53.28,213.12,UPI
2025-09-01 08:38:31,S008,Widget,2,114.82,229.64,CASH
2025-09-01 11:31:40,S007,Contraption,2,119.63,239.26,CASH
2025-09-01 22:28:28,S008,Widget,1,93.2,93.2,CARD
2025-09-01 09:52:21,S002,Whatsit,4,62.37,249.48,UPI
2025-09-01 11:41:43,S001,Widget,3,108.19,324.57,CASH
2025-09-01 15:49:11,S010,Doohickey,5,20.91,104.55,CARD
2025-09-01 16:11:33,S006,Gadget,3,144.88,434.64,CASH
2025-09-01 10:53:36,S006,Whatsit,4,60.95,243.8,WALLET
2025-09-01 17:40:29,S002,Thingamajig,5,89.72,448.6,CARD
2025-09-01 14:13:47,S004,Doohickey,5,21.01,105.05,WALLET
2025-09-01 13:19:22,S005,Doohickey,1,22.5,22.5,CARD
2025-09-01 09:02:01,S003,Doodad,3,40.91,122.73,WALLET
2025-09-01 22:26:16,S004,Doodad,3,41.34,124.02,WALLET
2025-09-01 22:18:47,S003,Doohickey,4,21.31,85.24,WALLET
2025-09-01 15:52:43,S004,Apparatus,2,96.38,192.76,UPI
2025-09-01 19:02:16,S005,Contraption,2,138.68,277.36,UPI
2025-09-01 08:59:08,S007,Doodad,4,35.3,141.2,WALLET
2025-09-01 15:49:19,S004,Gadget,3,175.75,527.25,WALLET
2025-09-01 15:12:31,S005,Apparatus,4,104.25,417.0,CASH
2025-09-01 13:12:00,S010,Thingamajig,1,72.11,72.11,CASH
2025-09-01 16:59:32,S010,Thingamajig,4,82.9,331.6,CARD
2025-09-01 21:40:32,S002,Widget,3,93.92,281.76,UPI
2025-09-01 22:35:06,S009,Doodad,4,42.88,171.52,CASH
2025-09-01 22:13:24,S004,Doohickey,2,19.55,39.1,CARD
2025-09-01 21:19:53,S004,Widget,4,94.78,379.12,UPI
2025-09-01 18:23:20,S008,Gadget,3,139.43,418.29,WALLET
2025-09-01 13:10:49,S001,Doodad,1,39.32,39.32,CASH
2025-09-01 08:35:47,S002,Widget,2,104.11,208.22,CASH
2025-09-01 16:35:34,S010,Thingamajig,2,72.71,145.42,WALLET
2025-09-01 08:38:38,S008,Apparatus,4,101.57,406.28,CARD
2025-09-01 08:39:14,S004,Widget,5,111.99,559.95,CARD
2025-09-01 12:31:26,S008,Widget,5,114.58,572.9,CARD
2025-09-01 22:09:43,S003,Contraption,3,146.09,438.27,UPI
2025-09-01 18:12:02,S005,Doohickey,3,21.63,64.89,CASH
2025-09-01 17:26:19,S007,Doodad,5,39.28,196.4,CASH
2025-09-01 22:10:48,S002,Gadget,5,151.37,756.85,CASH
2025-09-01 17:35:51,S001,Thingamajig,1,76.43,76.43,WALLET
2025-09-01 16:18:13,S006,Gadget,5,136.36,681.8,UPI
2025-09-01 15:38:17,S004,Gadget,3,170.04,510.12,CASH
2025-09-01 21:29:51,S004,Doodad,3,39.2,117.6,CASH
2025-09-01 09:26:08,S004,Doohickey,4,17.14,68.56,WALLET
2025-09-01 12:16:50,S006,Doodad,1,45.83,45.83,WALLET
2025-09-01 09:36:47,S001,Widget,3,111.54,334.62,CARD
2025-09-01 17:46:02,S009,Contraption,2,129.4,258.8,UPI
2025-09-01 20:58:49,S008,Widget,2,91.76,183.52,UPI
2025-09-01 09:08:32,S010,Gadget,2,160.31,320.62,CARD
2025-09-01 16:06:32,S009,Contraption,2,143.16,286.32,WALLET
2025-09-01 16:10:33,S010,Widget,3,108.25,324.75,CASH
2025-09-01 15:10:55,S005,Gadget,3,164.77,494.31,CARD
2025-09-01 11:31:56,S009,Doohickey,5,20.13,100.65,CARD
2025-09-01 13:07:49,S006,Doodad,2,41.79,83.58,CASH
2025-09-01 20:46:22,S010,Whatsit,5,67.42,337.1,WALLET
2025-09-01 16:13:34,S001,Contraption,5,120.67,603.35,CARD
2025-09-01 12:17:06,S009,Apparatus,2,94.15,188.3,CARD
2025-09-01 21:07:02,S003,Whatsit,2,57.55,115.1,UPI
2025-09-01 12:05:04,S009,Whatsit,2,56.25,112.5,CARD
2025-09-01 22:01:06,S001,Doohickey,2,21.71,43.42,UPI
2025-09-01 20:04:35,S009,Apparatus,2,92.99,185.98,UPI
2025-09-01 17:57:33,S007,Whatsit,1,58.32,58.32,CASH
2025-09-01 09:15:08,S009,Contraption,4,142.47,569.88,CARD
2025-09-01 12:23:43,S003,Contraption,2,133.23,266.46,CARD
2025-09-01 19:48:19,S009,Apparatus,5,95.63,478.15,UPI
2025-09-01 12:18:11,S009,Widget,5,94.37,471.85,CASH
2025-09-01 17:11:48,S002,Widget,1,112.95,112.95,CARD
2025-09-01 10:16:41,S007,Doodad,3,38.66,115.98,CARD
2025-09-01 18:10:09,S009,Contraption,2,139.55,279.1,CARD
2025-09-01 08:38:54,S008,Thingamajig,2,85.21,170.42,CASH
2025-09-01 14:26:35,S006,Whatsit,1,65.97,65.97,CASH
2025-09-01 22:29:00,S003,Doohickey,5,18.99,94.95,UPI
2025-09-01 15:02:59,S003,Doodad,5,37.54,187.7,UPI
2025-09-01 11:42:47,S010,Contraption,3,116.32,348.96,CASH
2025-09-01 17:15:40,S007,Gadget,3,176.61,529.83,CARD
2025-09-01 11:37:22,S010,Gadget,1,174.96,174.96,CARD
2025-09-01 13:35:52,S006,Contraption,1,142.13,142.13,CARD
2025-09-01 18:15:15,S006,Contraption,3,144.38,433.14,WALLET
2025-09-01 10:38:09,S010,Apparatus,1,81.39,81.39,CASH
2025-09-01 15:29:09,S010,Doodad,1,39.86,39.86,UPI
2025-09-01 19:31:54,S009,Gadget,3,174.33,522.99,CASH
2025-09-01 17:44:45,S007,Widget,4,93.83,375.32,CASH
2025-09-01 21:19:26,S006,Doodad,2,44.28,88.56,UPI
2025-09-01 09:27:45,S003,Apparatus,5,96.45,482.25,CARD
2025-09-01 11:27:33,S007,Apparatus,5,83.21,416.05,CASH
2025-09-01 17:26:10,S006,Gadget,1,158.25,158.25,UPI
2025-09-01 17:16:14,S001,Whatsit,1,60.16,60.16,CASH
2025-09-01 17:19:16,S009,Apparatus,2,99.71,199.42,WALLET
2025-09-01 15:24:26,S002,Gadget,1,140.23,140.23,CARD
2025-09-01 10:36:15,S004,Contraption,4,116.89,467.56,UPI
2025-09-01 15:00:44,S006,Contraption,3,143.38,430.14,WALLET
2025-09-01 18:38:53,S003,Doodad,5,45.73,228.65,CASH
2025-09-01 21:26:47,S005,Widget,1,90.11,90.11,WALLET
2025-09-01 13:58:07,S004,Doodad,1,46.57,46.57,UPI
2025-09-01 09:51:13,S001,Contraption,3,150.3,450.9,CASH
2025-09-01 18:22:12,S005,Whatsit,2,65.79,131.58,CARD
2025-09-01 10:30:46,S008,Contraption,3,135.94,407.82,CARD
2025-09-01 12:43:00,S003,Thingamajig,1,85.1,85.1,WALLET
2025-09-01 21:12:16,S002,Doodad,4,44.24,176.96,CARD
2025-09-01 11:19:03,S009,Doohickey,5,18.84,94.2,CASH
2025-09-01 10:11:12,S001,Contraption,1,138.58,138.58,WALLET
2025-09-01 21:35:13,S009,Widget,4,117.16,468.64,CASH
2025-09-01 11:19:48,S006,Whatsit,2,53.72,107.44,CASH
2025-09-01 17:26:40,S001,Contraption,2,144.81,289.62,WALLET
2025-09-01 09:02:51,S009,Widget,3,89.42,268.26,WALLET
2025-09-01 16:50:42,S003,Gadget,3,135.32,405.96,UPI
2025-09-01 15:39:19,S001,Thingamajig,1,81.71,81.71,UPI
2025-09-01 10:56:49,S005,Thingamajig,5,88.43,442.15,CARD
2025-09-01 21:33:54,S009,Widget,2,96.04,192.08,CASH
2025-09-01 11:25:13,S009,Whatsit,2,54.98,109.96,UPI
2025-09-01 17:47:44,S005,Whatsit,2,60.33,120.66,CARD
2025-09-01 09:23:30,S004,Doodad,4,36.53,146.12,CARD
2025-09-01 13:45:01,S002,Contraption,5,118.05,590.25,CASH
2025-09-01 17:54:47,S004,Thingamajig,1,89.33,89.33,UPI
2025-09-01 14:06:35,S007,Whatsit,4,66.92,267.68,WALLET
2025-09-01 15:00:46,S001,Doohickey,1,19.04,19.04,WALLET
2025-09-01 21:33:19,S010,Contraption,5,138.76,693.8,CASH
2025-09-01 20:17:49,S004,Doohickey,2,17.42,34.84,UPI
2025-09-01 22:48:28,S002,Thingamajig,5,81.51,407.55,WALLET
2025-09-01 20:37:12,S002,Thingamajig,3,75.17,225.51,CARD
2025-09-01 19:43:12,S010,Gadget,4,175.61,702.44,CARD
2025-09-01 20:01:53,S004,Whatsit,5,66.45,332.25,UPI
2025-09-01 19:02:04,S009,Doodad,4,39.58,158.32,UPI
2025-09-01 08:33:15,S003,Gadget,5,137.47,687.35,WALLET
2025-09-01 21:36:38,S009,Widget,5,99.85,499.25,UPI
2025-09-01 15:35:20,S008,Doodad,5,45.65,228.25,CASH
2025-09-01 13:46:13,S004,Gadget,5,165.58,827.9,CARD
2025-09-01 09:35:19,S001,Gadget,5,159.63,798.15,CASH
2025-09-01 12:12:49,S008,Doodad,1,45.93,45.93,WALLET
2025-09-01 13:24:49,S007,Gadget,5,141.17,705.85,CASH
2025-09-01 17:33:48,S004,Doodad,2,38.1,76.2,CASH
2025-09-01 10:39:29,S001,Gadget,1,174.51,174.51,WALLET
2025-09-01 20:16:31,S005,Thingamajig,5,71.96,359.8,UPI
2025-09-01 09:55:06,S001,Doodad,4,39.38,157.52,CASH
2025-09-01 19:43:42,S004,Doohickey,5,21.54,107.7,UPI
2025-09-01 08:02:10,S009,Apparatus,3,80.37,241.11,UPI
2025-09-01 15:59:05,S003,Doohickey,3,19.38,58.14,WALLET
2025-09-01 09:02:54,S007,Doohickey,1,21.11,21.11,UPI
2025-09-01 20:10:14,S008,Gadget,5,156.66,783.3,UPI
2025-09-01 14:13:36,S007,Doohickey,3,21.21,63.63,CASH
2025-09-01 17:28:03,S010,Contraption,2,120.17,240.34,CARD
2025-09-01 22:10:37,S008,Thingamajig,4,76.95,307.8,UPI
2025-09-01 12:41:39,S003,Widget,3,94.57,283.71,CASH
2025-09-01 21:14:13,S004,Doohickey,1,19.71,19.71,UPI
2025-09-01 08:51:58,S006,Whatsit,4,64.46,257.84,UPI
2025-09-01 08:35:34,S009,Widget,4,92.5,370.0,WALLET
2025-09-01 12:31:01,S004,Contraption,4,151.71,606.84,CARD
2025-09-01 20:25:31,S003,Contraption,4,124.57,498.28,CASH
2025-09-01 08:32:02,S008,Doodad,1,36.97,36.97,CARD
2025-09-01 09:42:02,S010,Widget,3,96.6,289.8,CARD
2025-09-01 13:33:26,S003,Widget,2,92.05,184.1,CASH
2025-09-01 09:30:10,S008,Contraption,2,116.34,232.68,UPI
2025-09-01 20:31:34,S005,Thingamajig,4,89.18,356.72,WALLET
2025-09-01 17:21:57,S005,Doodad,2,43.93,87.86,CASH
2025-09-01 08:53:43,S010,Widget,2,92.6,185.2,WALLET
2025-09-01 10:43:54,S008,Gadget,3,178.65,535.95,CASH
2025-09-01 14:06:37,S004,Doohickey,1,18.86,18.86,WALLET
2025-09-01 16:26:30,S007,Contraption,2,119.5,239.0,WALLET
2025-09-01 12:02:21,S007,Doodad,2,43.5,87.0,CARD
2025-09-01 09:44:49,S006,Widget,1,115.77,115.77,CASH
2025-09-01 14:13:03,S002,Whatsit,3,65.55,196.65,CASH
2025-09-01 19:10:20,S009,Apparatus,1,96.27,96.27,CASH
2025-09-01 15:05:15,S008,Thingamajig,1,78.53,78.53,CASH
2025-09-01 09:22:20,S003,Contraption,2,135.27,270.54,CARD
2025-09-01 19:06:46,S009,Thingamajig,4,93.71,374.84,UPI
2025-09-01 16:34:50,S006,Apparatus,3,86.56,259.68,WALLET
2025-09-01 19:38:49,S005,Doohickey,1,19.62,19.62,CARD
2025-09-01 19:39:58,S003,Apparatus,2,103.07,206.14,CASH
2025-09-01 12:47:57,S001,Contraption,5,127.13,635.65,CASH
2025-09-01 08:01:44,S002,Doohickey,5,19.66,98.3,CARD
2025-09-01 15:02:56,S003,Whatsit,3,62.59,187.77,CARD
2025-09-01 14:24:07,S007,Thingamajig,2,93.29,186.58,CASH
2025-09-01 14:56:47,S005,Widget,4,100.33,401.32,CASH
2025-09-01 09:06:04,S005,Widget,2,91.54,183.08,WALLET
2025-09-01 16:23:35,S008,Doodad,2,35.67,71.34,CASH
2025-09-01 15:17:22,S009,Thingamajig,4,72.81,291.24,CARD
2025-09-01 09:24:14,S002,Doodad,2,40.69,81.38,CASH
2025-09-01 09:48:47,S007,Whatsit,3,60.71,182.13,UPI
2025-09-01 17:18:34,S005,Doodad,3,44.96,134.88,UPI
2025-09-01 19:29:27,S005,Thingamajig,4,89.63,358.52,WALLET
2025-09-01 22:09:35,S007,Whatsit,3,70.41,211.23,WALLET
2025-09-01 11:05:26,S007,Doodad,4,45.45,181.8,WALLET
2025-09-01 08:04:13,S008,Doodad,3,46.32,138.96,CASH
2025-09-01 21:47:39,S001,Widget,5,118.78,593.9,UPI
2025-09-01 14:53:09,S005,Widget,5,101.11,505.55,UPI
2025-09-01 12:10:23,S006,Thingamajig,4,81.25,325.0,CARD
2025-09-01 10:16:35,S002,Whatsit,2,56.33,112.66,WALLET
2025-09-01 08:37:41,S010,Contraption,4,143.21,572.84,CASH
2025-09-01 08:36:58,S002,Contraption,2,127.34,254.68,UPI
2025-09-01 19:36:47,S007,Widget,3,97.3,291.9,CASH
2025-09-01 16:56:54,S009,Doohickey,1,18.45,18.45,CARD
2025-09-01 20:06:42,S002,Widget,2,91.73,183.46,WALLET
2025-09-01 08:22:01,S004,Doodad,3,35.24,105.72,CARD
2025-09-01 15:42:11,S008,Apparatus,5,95.82,479.1,CASH
2025-09-01 19:52:07,S004,Doodad,5,43.22,216.1,CASH
2025-09-01 11:33:32,S003,Doohickey,4,22.47,89.88,WALLET
2025-09-01 17:53:04,S002,Thingamajig,2,75.51,151.02,CARD
2025-09-01 12:42:51,S004,Contraption,2,124.33,248.66,WALLET
2025-09-01 09:06:05,S008,Widget,2,104.31,208.62,WALLET
2025-09-01 18:59:48,S006,Apparatus,3,105.68,317.04,CASH
2025-09-01 14:49:41,S005,Whatsit,2,53.58,107.16,WALLET
2025-09-01 09:03:27,S009,Whatsit,2,55.68,111.36,UPI
2025-09-01 22:15:29,S003,Doodad,5,43.21,216.05,UPI
2025-09-01 21:36:36,S008,Apparatus,5,104.1,520.5,UPI
2025-09-01 13:52:43,S002,Thingamajig,5,79.03,395.15,CARD
2025-09-01 16:09:03,S006,Doohickey,3,22.02,66.06,WALLET
2025-09-01 20:21:23,S002,Contraption,1,139.42,139.42,WALLET
2025-09-01 14:10:54,S003,Gadget,1,145.73,145.73,UPI
2025-09-01 21:15:49,S003,Thingamajig,5,87.15,435.75,WALLET
2025-09-01 15:06:26,S001,Thingamajig,1,77.36,77.36,CASH
2025-09-01 22:58:21,S001,Doodad,4,44.74,178.96,WALLET
2025-09-01 10:57:26,S002,Widget,4,99.83,399.32,CASH
2025-09-01 12:20:57,S002,Doodad,5,37.49,187.45,CARD
2025-09-01 22:14:46,S002,Apparatus,2,98.57,197.14,CARD
2025-09-01 20:57:36,S007,Thingamajig,4,80.08,320.32,UPI
2025-09-01 17:45:54,S007,Thingamajig,5,84.88,424.4,CARD
2025-09-01 22:39:44,S003,Widget,1,115.57,115.57,UPI
2025-09-01 10:23:39,S007,Whatsit,1,67.96,67.96,UPI
2025-09-01 10:07:18,S007,Thingamajig,3,80.6,241.8,WALLET
2025-09-01 08:17:28,S006,Thingamajig,3,76.97,230.91,CARD
2025-09-01 17:50:11,S004,Whatsit,2,66.52,133.04,UPI
2025-09-01 08:01:03,S008,Doohickey,5,21.09,105.45,CARD
2025-09-01 10:21:32,S007,Gadget,5,134.45,672.25,WALLET
2025-09-01 08:27:40,S010,Doohickey,4,18.7,74.8,UPI
2025-09-01 18:46:54,S006,Doodad,2,41.12,82.24,WALLET
2025-09-01 14:56:51,S007,Widget,1,99.91,99.91,WALLET
2025-09-01 12:48:00,S002,Apparatus,4,96.75,387.0,CASH
2025-09-01 16:38:36,S002,Doohickey,4,21.7,86.8,UPI
2025-09-01 08:18:39,S008,Widget,5,114.06,570.3,CARD
2025-09-01 22:23:01,S006,Doodad,1,45.65,45.65,CARD
2025-09-01 17:26:24,S007,Apparatus,2,88.8,177.6,UPI
2025-09-01 15:18:02,S009,Thingamajig,5,76.74,383.7,UPI
2025-09-01 09:35:17,S003,Whatsit,2,53.89,107.78,CASH
2025-09-01 20:19:22,S002,Doohickey,1,18.15,18.15,CARD
2025-09-01 20:36:06,S007,Gadget,3,167.5,502.5,WALLET
2025-09-01 15:33:55,S006,Contraption,4,122.11,488.44,CARD
2025-09-01 15:21:16,S008,Whatsit,1,63.03,63.03,CARD
2025-09-01 19:36:57,S008,Thingamajig,2,89.73,179.46,WALLET
2025-09-01 18:10:55,S001,Widget,1,100.74,100.74,UPI
2025-09-01 21:03:55,S001,Widget,1,91.45,91.45,CARD
2025-09-01 21:40:57,S003,Doodad,4,45.4,181.6,WALLET
2025-09-01 14:06:45,S010,Whatsit,3,70.78,212.34,UPI
2025-09-01 21:13:43,S009,Thingamajig,3,77.38,232.14,UPI
2025-09-01 20:28:18,S008,Contraption,3,150.36,451.08,CARD
2025-09-01 21:18:52,S002,Thingamajig,2,89.88,179.76,CARD
2025-09-01 21:05:37,S008,Widget,2,99.48,198.96,CARD
2025-09-01 10:24:26,S009,Whatsit,4,60.91,243.64,CASH
2025-09-01 09:59:03,S004,Contraption,1,116.54,116.54,CARD
2025-09-01 20:56:50,S002,Doodad,5,42.06,210.3,CARD
2025-09-01 18:50:32,S001,Apparatus,4,85.75,343.0,WALLET
2025-09-01 14:16:32,S003,Thingamajig,1,88.33,88.33,UPI
2025-09-01 09:37:23,S002,Whatsit,4,69.02,276.08,CARD
2025-09-01 15:13:01,S009,Contraption,5,122.02,610.1,WALLET
2025-09-01 18:01:44,S010,Doodad,5,43.99,219.95,CARD
2025-09-01 10:03:56,S004,Gadget,2,164.93,329.86,CASH
2025-09-01 10:38:58,S001,Thingamajig,2,81.06,162.12,UPI
2025-09-01 17:50:09,S004,Doohickey,2,18.64,37.28,CASH
2025-09-01 20:28:00,S005,Apparatus,1,80.69,80.69,UPI
2025-09-01 09:55:10,S007,Whatsit,3,62.92,188.76,CASH
2025-09-01 22:47:25,S010,Widget,2,89.11,178.22,CASH
2025-09-01 15:35:33,S009,Apparatus,5,86.57,432.85,UPI
2025-09-01 08:20:40,S005,Apparatus,1,100.94,100.94,WALLET
2025-09-01 19:01:52,S001,Contraption,5,131.04,655.2,CARD
2025-09-01 09:28:23,S007,Contraption,1,149.0,149.0,CARD
2025-09-01 10:28:18,S002,Doodad,2,39.16,78.32,WALLET
2025-09-01 22:55:45,S009,Whatsit,1,58.35,58.35,UPI
2025-09-01 20:51:19,S002,Doohickey,3,19.04,57.12,WALLET
2025-09-01 14:44:29,S002,Whatsit,5,56.5,282.5,WALLET
2025-09-01 18:50:46,S002,Contraption,1,119.13,119.13,CASH
2025-09-01 20:52:20,S009,Widget,4,93.85,375.4,CARD
2025-09-01 13:10:55,S003,Thingamajig,4,80.22,320.88,CASH
2025-09-01 11:54:42,S002,Widget,2,102.46,204.92,CASH
2025-09-01 14:33:44,S003,Doohickey,5,20.74,103.7,WALLET
2025-09-01 20:49:47,S009,Whatsit,4,57.39,229.56,WALLET
2025-09-01 09:21:51,S005,Widget,2,107.79,215.58,UPI
2025-09-01 08:52:02,S003,Widget,3,92.3,276.9,CASH
2025-09-01 22:04:42,S006,Apparatus,5,97.54,487.7,CASH
2025-09-01 19:22:24,S009,Doodad,5,44.49,222.45,UPI
2025-09-01 10:15:02,S006,Apparatus,5,82.61,413.05,UPI
2025-09-01 17:48:58,S001,Apparatus,2,89.66,179.32,UPI
2025-09-01 19:37:08,S002,Gadget,3,138.3,414.9,CARD
2025-09-01 11:58:35,S005,Whatsit,1,66.64,66.64,WALLET
2025-09-01 21:31:02,S001,Widget,2,98.42,196.84,WALLET
2025-09-01 19:55:22,S009,Apparatus,3,88.49,265.47,WALLET
2025-09-01 22:09:51,S009,Whatsit,3,65.53,196.59,CASH
2025-09-01 08:15:18,S006,Gadget,3,136.53,409.59,CARD
