order_time,store_id,item,quantity,price,payment_type
2025-09-03 14:39:59,S005,Whatsit,5,61.42,WALLET
2025-09-03 17:35:03,S002,Contraption,4,116.58,CARD
2025-09-03 09:14:08,S007,Thingamajig,2,71.3,CASH
2025-09-03 16:23:55,S002,Gadget,1,178.03,CARD
2025-09-03 16:41:32,S001,Doohickey,1,21.59,CASH
2025-09-03 18:27:15,S007,Contraption,5,123.23,UPI
2025-09-03 14:42:06,S004,Doohickey,2,17.39,WALLET
2025-09-03 08:13:22,S008,Doodad,2,36.74,UPI
2025-09-03 18:24:10,S006,Whatsit,4,59.9,WALLET
2025-09-03 15:30:14,S001,Doodad,1,38.56,UPI
2025-09-03 10:26:54,S004,Apparatus,4,96.11,CASH
2025-09-03 21:55:52,S007,Doodad,1,37.34,UPI
2025-09-03 22:06:37,S002,Thingamajig,1,78.16,CARD
2025-09-03 22:46:43,S010,Apparatus,4,104.3,UPI
2025-09-03 17:15:09,S006,Widget,3,116.39,CARD
2025-09-03 17:45:58,S002,Widget,1,114.34,WALLET
2025-09-03 20:34:42,S001,Thingamajig,3,76.4,CARD
2025-09-03 21:49:13,S010,Doohickey,4,21.03,CASH
2025-09-03 21:31:21,S007,Apparatus,1,97.92,CASH
2025-09-03 19:51:28,S001,Gadget,5,150.35,UPI
2025-09-03 18:37:22,S008,Doohickey,4,21.39,CASH
2025-09-03 19:56:30,S003,Whatsit,2,61.46,CARD
2025-09-03 13:20:46,S008,Contraption,1,121.25,CASH
2025-09-03 10:10:28,S003,Contraption,3,125.86,UPI
2025-09-03 09:25:50,S009,Widget,5,96.31,UPI
2025-09-03 11:12:42,S003,Whatsit,3,64.52,CASH
2025-09-03 10:07:54,S008,Contraption,1,128.98,CASH
2025-09-03 20:26:18,S007,Widget,3,112.2,WALLET
2025-09-03 16:49:05,S007,Whatsit,3,54.07,CASH
2025-09-03 09:57:01,S001,Contraption,1,132.55,CASH
2025-09-03 08:29:28,S006,Gadget,2,159.81,CASH
2025-09-03 12:46:22,S002,Widget,3,112.3,WALLET
2025-09-03 15:02:09,S001,Gadget,1,166.7,WALLET
2025-09-03 20:46:52,S003,Apparatus,3,98.51,WALLET
2025-09-03 14:46:02,S002,Doodad,3,40.82,CASH
2025-09-03 08:18:21,S008,Widget,3,114.21,UPI
2025-09-03 15:49:26,S008,Contraption,5,122.25,CASH
2025-09-03 18:34:45,S008,Thingamajig,5,91.8,CASH
2025-09-03 12:34:51,S005,Doodad,3,39.11,CARD
2025-09-03 14:00:26,S002,Apparatus,3,81.23,CARD
2025-09-03 14:40:29,S009,Doohickey,1,20.61,UPI
2025-09-03 11:53:28,S004,Thingamajig,3,89.38,CARD
2025-09-03 09:31:55,S003,Widget,1,112.08,WALLET
2025-09-03 10:09:33,S010,Apparatus,5,104.28,CARD
2025-09-03 17:16:30,S008,Contraption,3,131.72,WALLET
2025-09-03 16:39:57,S009,Thingamajig,1,77.03,WALLET
2025-09-03 14:08:35,S006,Doodad,2,40.83,CARD
2025-09-03 10:29:24,S007,Apparatus,5,86.71,UPI
2025-09-03 18:15:15,S009,Thingamajig,4,71.9,CARD
2025-09-03 08:56:56,S009,Contraption,3,151.36,UPI
2025-09-03 09:40:46,S009,Thingamajig,1,86.07,UPI
2025-09-03 10:14:14,S003,Doohickey,1,17.99,WALLET
2025-09-03 20:39:01,S008,Contraption,1,131.08,CASH
2025-09-03 13:18:19,S010,Thingamajig,3,82.52,CARD
2025-09-03 17:47:51,S003,Contraption,1,127.62,CARD
2025-09-03 13:20:35,S002,Doohickey,5,20.94,CARD
2025-09-03 22:15:05,S009,Doohickey,4,20.94,CARD
2025-09-03 11:45:06,S010,Apparatus,5,83.13,WALLET
2025-09-03 19:07:12,S002,Thingamajig,1,92.17,UPI
2025-09-03 10:55:29,S005,Whatsit,1,67.53,WALLET
2025-09-03 21:56:47,S010,Contraption,3,125.36,CASH
2025-09-03 16:19:56,S010,Contraption,3,116.7,WALLET
2025-09-03 15:09:51,S005,Doodad,5,46.57,CASH
2025-09-03 15:57:00,S010,Thingamajig,3,87.3,WALLET
2025-09-03 18:31:11,S010,Doohickey,1,18.99,CASH
2025-09-03 11:06:00,S005,Gadget,4,178.42,UPI
2025-09-03 08:04:12,S007,Thingamajig,3,78.32,CARD
2025-09-03 10:30:20,S007,Doodad,2,46.68,CARD
2025-09-03 19:02:21,S002,Apparatus,2,84.21,CASH
2025-09-03 20:04:12,S001,Gadget,5,165.74,WALLET
2025-09-03 20:08:48,S004,Whatsit,5,65.29,UPI
2025-09-03 21:03:15,S003,Widget,3,96.91,CASH
2025-09-03 16:27:12,S009,Contraption,5,141.94,CARD
2025-09-03 14:30:30,S002,Contraption,2,136.27,WALLET
2025-09-03 11:49:12,S007,Whatsit,3,64.93,CARD
2025-09-03 15:17:07,S003,Widget,2,116.69,WALLET
2025-09-03 14:18:32,S009,Gadget,5,145.91,CARD
2025-09-03 09:27:38,S004,Contraption,4,134.63,CASH
2025-09-03 10:43:07,S005,Doohickey,5,17.28,WALLET
2025-09-03 20:42:12,S003,Whatsit,3,65.03,CARD
2025-09-03 16:57:48,S008,Whatsit,5,66.85,UPI
2025-09-03 19:15:54,S001,Contraption,4,126.65,UPI
2025-09-03 18:43:12,S002,Thingamajig,1,79.06,CARD
2025-09-03 10:38:49,S007,Contraption,4,153.04,CARD
2025-09-03 13:16:34,S009,Doodad,1,44.93,UPI
2025-09-03 11:43:17,S003,Doodad,3,40.67,UPI
2025-09-03 10:33:57,S001,Widget,5,117.1,CASH
2025-09-03 15:22:13,S005,Gadget,2,163.61,UPI
2025-09-03 17:37:19,S004,Gadget,2,164.07,CARD
2025-09-03 12:22:11,S001,Contraption,5,121.03,WALLET
2025-09-03 13:34:32,S002,Widget,1,107.36,WALLET
2025-09-03 19:23:06,S006,Gadget,1,137.63,UPI
2025-09-03 15:09:27,S010,Doodad,3,46.63,WALLET
2025-09-03 11:27:58,S001,Doodad,2,39.91,UPI
2025-09-03 21:30:11,S009,Contraption,2,131.49,UPI
2025-09-03 19:20:43,S006,Gadget,2,160.34,WALLET
2025-09-03 17:20:14,S009,Apparatus,1,89.68,CARD
2025-09-03 21:38:23,S003,Whatsit,2,69.61,CARD
2025-09-03 10:24:15,S004,Whatsit,1,59.65,CASH
2025-09-03 09:30:00,S005,Doodad,4,44.72,CARD
2025-09-03 17:10:43,S004,Apparatus,5,81.39,CASH
2025-09-03 20:07:08,S005,Whatsit,3,53.25,CARD
2025-09-03 13:10:27,S008,Gadget,2,163.14,CASH
2025-09-03 21:11:11,S005,Contraption,3,125.35,WALLET
2025-09-03 17:30:08,S002,Contraption,2,140.01,CASH
2025-09-03 10:04:53,S007,Widget,2,117.32,UPI
2025-09-03 21:40:18,S001,Gadget,3,160.25,CASH
2025-09-03 14:46:20,S004,Apparatus,2,86.16,CASH
2025-09-03 17:09:02,S010,Widget,1,91.56,WALLET
2025-09-03 22:06:11,S005,Doodad,3,35.71,UPI
2025-09-03 13:29:42,S004,Contraption,5,153.84,CARD
2025-09-03 18:40:55,S007,Gadget,2,144.73,WALLET
2025-09-03 21:36:46,S010,Thingamajig,1,78.88,UPI
2025-09-03 13:14:23,S007,Doodad,3,45.38,WALLET
2025-09-03 16:33:39,S010,Contraption,4,134.62,UPI
2025-09-03 11:30:45,S002,Apparatus,2,94.18,CARD
2025-09-03 12:58:44,S010,Whatsit,2,60.87,UPI
2025-09-03 22:57:48,S002,Widget,4,91.53,UPI
2025-09-03 15:33:31,S008,Doodad,1,40.52,WALLET
2025-09-03 19:54:03,S008,Gadget,2,170.0,UPI
2025-09-03 19:25:26,S004,Widget,1,112.0,CASH
2025-09-03 12:44:44,S007,Doohickey,2,17.3,CASH
2025-09-03 10:03:16,S002,Doodad,5,45.09,CARD
2025-09-03 11:10:17,S009,Doodad,5,42.69,UPI
2025-09-03 22:06:03,S007,Contraption,4,124.52,WALLET
2025-09-03 13:06:57,S003,Widget,2,91.26,CASH
2025-09-03 14:56:15,S008,Widget,3,106.62,UPI
2025-09-03 18:17:13,S010,Whatsit,3,58.48,UPI
2025-09-03 17:25:14,S005,Contraption,4,117.05,WALLET
2025-09-03 08:47:57,S006,Thingamajig,1,93.35,CARD
2025-09-03 13:18:20,S004,Doohickey,3,20.7,UPI
2025-09-03 20:29:34,S005,Doodad,3,42.87,UPI
2025-09-03 22:28:39,S007,Contraption,3,141.31,WALLET
2025-09-03 18:23:00,S002,Doodad,2,37.3,WALLET
2025-09-03 17:07:17,S003,Thingamajig,5,85.43,UPI
2025-09-03 20:04:56,S010,Whatsit,3,62.33,WALLET
2025-09-03 17:59:01,S007,Doohickey,2,20.52,WALLET
2025-09-03 21:33:10,S008,Apparatus,2,81.96,CASH
2025-09-03 16:57:17,S003,Thingamajig,2,75.55,WALLET
2025-09-03 18:11:47,S006,Doodad,4,43.0,CARD
2025-09-03 16:22:21,S005,Doodad,2,45.06,WALLET
2025-09-03 19:15:51,S007,Whatsit,5,68.04,UPI
2025-09-03 17:34:04,S005,Gadget,2,155.09,WALLET
2025-09-03 14:37:18,S007,Apparatus,3,106.56,WALLET
2025-09-03 11:24:34,S004,Whatsit,4,70.3,UPI
2025-09-03 11:48:39,S008,Doohickey,1,19.75,CARD
2025-09-03 15:42:19,S007,Contraption,2,150.58,CARD
2025-09-03 15:38:52,S002,Apparatus,1,89.89,UPI
2025-09-03 12:00:03,S002,Doodad,4,38.25,UPI
2025-09-03 21:41:28,S001,Doodad,4,43.7,CARD
2025-09-03 11:17:39,S008,Doohickey,2,17.82,CARD
2025-09-03 14:33:20,S008,Widget,5,103.43,WALLET
2025-09-03 10:19:19,S002,Contraption,2,154.0,WALLET
2025-09-03 14:08:25,S001,Apparatus,5,85.91,CASH
2025-09-03 22:59:50,S004,Widget,2,113.49,CARD
2025-09-03 18:46:13,S008,Gadget,3,155.22,WALLET
2025-09-03 21:25:42,S005,Gadget,3,146.69,CASH
2025-09-03 18:57:39,S006,Apparatus,3,84.97,WALLET
2025-09-03 22:10:30,S002,Thingamajig,2,87.56,WALLET
2025-09-03 15:33:20,S001,Doodad,3,38.81,CASH
2025-09-03 14:43:58,S005,Apparatus,1,89.46,CARD
2025-09-03 10:34:43,S003,Apparatus,1,102.66,WALLET
2025-09-03 14:33:28,S008,Widget,1,95.57,UPI
2025-09-03 12:26:26,S005,Doohickey,5,18.97,WALLET
2025-09-03 11:26:44,S005,Widget,3,99.76,UPI
2025-09-03 08:06:27,S007,Doohickey,2,18.17,CARD
2025-09-03 17:29:56,S009,Gadget,5,145.78,CARD
2025-09-03 13:16:07,S009,Widget,4,111.47,UPI
2025-09-03 16:36:47,S007,Widget,2,105.69,WALLET
2025-09-03 17:45:28,S009,Contraption,1,126.3,CASH
2025-09-03 21:03:33,S008,Gadget,4,148.99,UPI
2025-09-03 15:20:57,S003,Thingamajig,1,80.15,CASH
2025-09-03 21:27:29,S007,Apparatus,2,97.99,UPI
2025-09-03 10:14:01,S004,Gadget,2,173.47,CARD
2025-09-03 22:32:41,S001,Doohickey,1,18.46,CASH
2025-09-03 20:18:50,S003,Contraption,3,130.82,UPI
2025-09-03 15:52:48,S005,Gadget,5,152.72,CASH
2025-09-03 10:57:21,S009,Doohickey,1,19.84,UPI
2025-09-03 13:21:02,S009,Apparatus,5,82.6,WALLET
2025-09-03 11:22:50,S002,Whatsit,4,69.56,CASH
2025-09-03 13:15:11,S008,Gadget,1,160.83,UPI
2025-09-03 14:19:12,S002,Contraption,3,152.67,CARD
2025-09-03 12:03:59,S006,Whatsit,2,70.18,UPI
2025-09-03 20:53:02,S001,Whatsit,5,66.31,WALLET
2025-09-03 10:41:10,S007,Doodad,4,44.42,CARD
2025-09-03 20:42:11,S006,Thingamajig,2,81.02,UPI
2025-09-03 18:25:28,S004,Doodad,3,44.83,CASH
2025-09-03 21:58:57,S009,Contraption,1,130.09,CARD
2025-09-03 12:07:51,S005,Thingamajig,4,83.73,WALLET
2025-09-03 12:46:57,S009,Thingamajig,1,84.82,WALLET
2025-09-03 15:04:25,S001,Doodad,5,41.17,UPI
2025-09-03 19:19:05,S001,Whatsit,5,59.54,WALLET
2025-09-03 20:47:30,S005,Doodad,3,45.16,CASH
2025-09-03 17:50:32,S002,Gadget,2,138.75,WALLET
2025-09-03 11:42:22,S006,Doohickey,4,19.92,UPI
2025-09-03 09:24:23,S003,Doohickey,2,20.83,UPI
2025-09-03 16:23:24,S005,Apparatus,2,99.43,CASH
2025-09-03 12:11:33,S007,Contraption,3,147.46,WALLET
2025-09-03 12:00:08,S009,Contraption,5,126.7,CARD
2025-09-03 14:19:39,S007,Thingamajig,4,80.02,CARD
2025-09-03 14:20:58,S006,Thingamajig,1,91.57,UPI
2025-09-03 22:18:32,S004,Contraption,1,121.99,CARD
2025-09-03 18:04:44,S004,Thingamajig,1,93.93,CASH
2025-09-03 21:55:33,S001,Doodad,3,42.14,CARD
2025-09-03 08:37:42,S003,Doodad,2,37.57,UPI
2025-09-03 15:25:11,S006,Thingamajig,5,87.08,UPI
2025-09-03 09:38:01,S004,Contraption,5,143.57,WALLET
2025-09-03 18:35:15,S006,Thingamajig,4,88.45,CASH
2025-09-03 12:06:59,S004,Doodad,1,37.17,CASH
2025-09-03 11:56:03,S004,Gadget,1,139.63,CARD
2025-09-03 12:06:21,S004,Doodad,3,45.63,CASH
2025-09-03 12:05:59,S004,Doodad,1,38.47,UPI
2025-09-03 13:28:39,S003,Doohickey,2,19.3,WALLET
2025-09-03 12:50:54,S006,Widget,4,113.54,UPI
2025-09-03 12:47:57,S009,Widget,2,109.41,CASH
2025-09-03 13:44:04,S007,Doodad,5,38.36,UPI
2025-09-03 11:11:15,S006,Whatsit,5,70.77,UPI
2025-09-03 09:54:49,S001,Thingamajig,4,81.42,CASH
2025-09-03 13:23:11,S009,Doodad,4,45.74,WALLET
2025-09-03 18:30:36,S002,Doodad,2,42.12,WALLET
2025-09-03 10:12:27,S009,Whatsit,3,69.34,CASH
2025-09-03 14:24:41,S010,Thingamajig,5,86.62,UPI
2025-09-03 13:48:28,S009,Widget,1,112.02,WALLET
2025-09-03 20:06:14,S005,Contraption,4,147.47,CARD
2025-09-03 10:31:50,S005,Thingamajig,1,76.86,CARD
2025-09-03 13:42:39,S004,Whatsit,3,53.19,WALLET
2025-09-03 11:09:50,S010,Doohickey,1,17.74,CASH
2025-09-03 12:12:19,S003,Widget,4,94.59,CARD
2025-09-03 09:10:13,S008,Contraption,3,143.22,UPI
2025-09-03 18:37:26,S009,Widget,4,115.16,CARD
2025-09-03 15:45:47,S003,Gadget,4,140.34,CARD
2025-09-03 08:47:56,S005,Apparatus,1,98.37,CARD
2025-09-03 08:29:35,S004,Contraption,5,136.51,CARD
2025-09-03 17:32:41,S003,Whatsit,2,54.3,CARD
2025-09-03 13:29:13,S006,Doodad,3,44.72,CASH
2025-09-03 11:12:58,S002,Apparatus,5,82.25,UPI
2025-09-03 08:56:39,S008,Doohickey,5,20.92,UPI
2025-09-03 15:53:41,S009,Contraption,5,140.97,CASH
2025-09-03 20:31:08,S003,Apparatus,4,86.89,UPI
2025-09-03 15:23:17,S010,Doodad,4,42.96,CARD
2025-09-03 13:46:48,S002,Thingamajig,2,80.16,CASH
2025-09-03 22:39:17,S004,Contraption,2,147.82,WALLET
2025-09-03 08:45:44,S005,Apparatus,3,93.15,CARD
2025-09-03 17:01:22,S006,Apparatus,1,88.77,UPI
2025-09-03 15:11:32,S007,Contraption,4,144.87,UPI
2025-09-03 13:01:10,S009,Widget,1,110.85,WALLET
2025-09-03 17:27:12,S003,Doodad,4,37.6,CASH
2025-09-03 18:47:33,S010,Thingamajig,3,87.41,CASH
2025-09-03 15:51:20,S006,Widget,4,107.51,CASH
2025-09-03 21:16:09,S010,Widget,1,96.8,CARD
2025-09-03 19:52:02,S004,Widget,5,118.3,CARD
2025-09-03 17:01:03,S005,Gadget,4,142.55,UPI
2025-09-03 19:51:45,S003,Widget,3,96.51,WALLET
2025-09-03 14:06:02,S003,Thingamajig,4,88.44,WALLET
2025-09-03 11:02:24,S003,Whatsit,4,61.5,CARD
2025-09-03 09:05:07,S010,Whatsit,3,67.34,WALLET
2025-09-03 14:03:55,S006,Doodad,4,41.71,UPI
2025-09-03 18:11:48,S001,Widget,1,115.48,CASH
2025-09-03 15:38:30,S005,Whatsit,3,70.44,UPI
2025-09-03 14:17:54,S007,Doohickey,4,21.88,WALLET
2025-09-03 09:36:01,S009,Contraption,4,139.07,CARD
2025-09-03 11:24:20,S008,Apparatus,4,81.74,UPI
2025-09-03 21:56:45,S009,Gadget,5,136.03,CARD
2025-09-03 19:05:31,S005,Apparatus,3,100.8,UPI
2025-09-03 12:19:48,S001,Apparatus,1,99.7,CARD
2025-09-03 11:58:58,S004,Doohickey,5,22.48,WALLET
2025-09-03 14:42:16,S003,Apparatus,1,86.42,WALLET
2025-09-03 16:56:12,S005,Apparatus,2,86.6,UPI
2025-09-03 11:15:47,S003,Doohickey,3,17.5,CARD
2025-09-03 15:08:06,S006,Thingamajig,3,79.56,CARD
2025-09-03 19:40:17,S004,Whatsit,3,54.43,CARD
2025-09-03 19:14:25,S004,Widget,3,106.66,UPI
2025-09-03 09:30:43,S002,Whatsit,3,57.92,UPI
2025-09-03 13:38:47,S003,Contraption,5,116.23,UPI
2025-09-03 12:15:56,S008,Widget,3,107.76,CARD
2025-09-03 18:33:25,S002,Widget,1,111.49,CASH
2025-09-03 13:26:45,S008,Widget,1,110.54,CARD
2025-09-03 08:08:01,S007,Contraption,1,148.7,CASH
2025-09-03 16:35:22,S004,Gadget,2,161.62,UPI
2025-09-03 14:59:05,S004,Widget,1,96.87,WALLET
2025-09-03 09:34:43,S009,Doohickey,2,17.36,CASH
2025-09-03 20:40:55,S009,Apparatus,3,80.26,WALLET
2025-09-03 12:57:12,S010,Thingamajig,1,92.3,WALLET
2025-09-03 18:59:07,S009,Doohickey,2,21.9,WALLET
2025-09-03 10:25:40,S007,Widget,3,100.5,CASH
2025-09-03 21:34:28,S002,Doohickey,2,17.54,CARD
2025-09-03 16:34:13,S010,Gadget,2,159.0,CASH
2025-09-03 18:08:32,S007,Widget,4,112.15,CASH
2025-09-03 17:05:27,S004,Thingamajig,1,77.46,WALLET
2025-09-03 22:09:06,S001,Doohickey,5,19.55,WALLET
2025-09-03 10:07:31,S009,Doohickey,1,21.43,CASH
2025-09-03 22:04:35,S002,Gadget,1,154.08,WALLET
2025-09-03 16:36:49,S003,Doohickey,3,20.73,WALLET
2025-09-03 16:03:11,S010,Doodad,3,41.46,CASH
2025-09-03 13:24:59,S006,Thingamajig,5,92.47,CASH
2025-09-03 15:58:34,S006,Gadget,4,134.35,CASH
2025-09-03 21:26:21,S001,Doodad,5,46.03,UPI
2025-09-03 18:25:05,S002,Thingamajig,4,83.91,WALLET
2025-09-03 17:43:40,S008,Gadget,5,153.73,UPI
2025-09-03 15:38:37,S001,Thingamajig,5,87.4,UPI
2025-09-03 20:34:29,S001,Thingamajig,1,73.76,WALLET
2025-09-03 11:14:25,S002,Doohickey,5,17.74,WALLET
2025-09-03 14:56:54,S003,Whatsit,1,60.41,CARD
2025-09-03 13:47:49,S006,Whatsit,3,55.94,CARD
2025-09-03 19:57:55,S006,Widget,1,95.95,WALLET
2025-09-03 21:39:05,S009,Doohickey,2,18.99,CARD
2025-09-03 20:49:55,S001,Apparatus,3,83.74,WALLET
2025-09-03 19:20:49,S006,Thingamajig,4,73.36,CASH
2025-09-03 10:18:36,S005,Doodad,4,35.31,UPI
2025-09-03 09:57:27,S010,Gadget,3,175.25,CASH
2025-09-03 15:38:44,S009,Thingamajig,3,91.58,UPI
2025-09-03 08:25:57,S010,Thingamajig,2,71.47,UPI
2025-09-03 22:56:41,S006,Whatsit,4,60.96,CARD
2025-09-03 17:25:25,S007,Doohickey,2,20.87,WALLET
2025-09-03 15:14:04,S009,Contraption,1,119.35,CARD
2025-09-03 17:06:34,S003,Doohickey,2,22.53,CARD
2025-09-03 17:03:02,S009,Doohickey,5,20.24,WALLET
2025-09-03 10:03:25,S005,Contraption,2,117.64,UPI
2025-09-03 17:55:26,S006,Whatsit,3,53.96,CASH
2025-09-03 22:29:24,S009,Whatsit,2,61.74,CARD
2025-09-03 12:56:16,S004,Thingamajig,1,90.66,CARD
2025-09-03 10:24:01,S006,Whatsit,3,56.54,CARD
2025-09-03 16:42:30,S002,Doodad,3,38.77,CARD
2025-09-03 19:55:53,S007,Apparatus,3,105.19,CARD
2025-09-03 13:55:36,S002,Doohickey,3,21.35,UPI
2025-09-03 10:35:55,S001,Doohickey,2,18.72,WALLET
2025-09-03 18:58:36,S010,Doohickey,2,20.78,CASH
2025-09-03 08:14:15,S008,Contraption,2,122.54,CASH
2025-09-03 10:01:59,S010,Thingamajig,4,84.94,UPI
2025-09-03 13:09:09,S001,Gadget,2,166.67,WALLET
2025-09-03 10:24:02,S009,Doodad,5,45.83,CASH
2025-09-03 19:40:56,S002,Whatsit,3,63.93,CASH
2025-09-03 08:27:55,S005,Doohickey,1,18.84,CARD
2025-09-03 19:23:55,S010,Widget,2,94.53,CASH
2025-09-03 22:07:30,S009,Thingamajig,4,80.19,UPI
2025-09-03 19:26:09,S008,Gadget,1,137.09,CARD
2025-09-03 16:06:00,S004,Gadget,5,163.6,UPI
2025-09-03 20:49:03,S004,Widget,5,89.72,UPI
2025-09-03 08:01:03,S003,Whatsit,4,55.56,CARD
2025-09-03 15:58:13,S007,Contraption,5,143.37,WALLET
2025-09-03 08:51:58,S007,Doohickey,1,20.06,CASH
2025-09-03 09:40:20,S001,Doodad,5,45.91,UPI
2025-09-03 08:44:38,S002,Widget,4,116.91,CASH
2025-09-03 09:54:04,S005,Contraption,1,131.85,CARD
2025-09-03 22:44:39,S004,Contraption,1,151.71,WALLET
2025-09-03 19:30:48,S009,Contraption,5,130.52,UPI
2025-09-03 10:59:02,S010,Apparatus,3,98.78,UPI
2025-09-03 18:04:02,S010,Doohickey,4,18.27,UPI
2025-09-03 16:16:26,S002,Doohickey,1,21.84,WALLET
2025-09-03 18:31:25,S002,Widget,4,100.2,CASH
2025-09-03 17:55:06,S009,Doodad,3,46.73,CASH
2025-09-03 22:02:57,S004,Contraption,1,125.69,CARD
2025-09-03 20:04:40,S010,Doohickey,4,18.88,CARD
2025-09-03 12:16:43,S010,Doodad,3,44.19,WALLET
2025-09-03 17:45:18,S008,Whatsit,1,55.56,CARD
2025-09-03 11:25:45,S005,Doohickey,2,19.27,UPI
2025-09-03 08:47:35,S002,Contraption,5,128.36,CASH
2025-09-03 09:18:42,S009,Whatsit,5,68.62,WALLET
2025-09-03 10:47:04,S003,Gadget,2,142.06,CARD
2025-09-03 22:56:51,S010,Thingamajig,2,84.28,CARD
2025-09-03 20:06:21,S006,Widget,1,104.53,CASH
2025-09-03 10:03:50,S009,Doodad,4,39.62,WALLET
2025-09-03 17:35:11,S007,Thingamajig,1,85.78,CARD
2025-09-03 13:10:20,S008,Gadget,3,160.04,CASH
2025-09-03 19:15:50,S002,Doodad,4,37.38,WALLET
2025-09-03 14:19:25,S004,Widget,4,114.18,CARD
2025-09-03 10:18:17,S006,Whatsit,3,64.02,WALLET
2025-09-03 22:21:46,S006,Thingamajig,2,74.75,WALLET
2025-09-03 09:32:46,S004,Apparatus,2,84.89,CARD
2025-09-03 08:56:00,S004,Whatsit,1,67.77,CARD
2025-09-03 19:54:44,S002,Whatsit,4,63.01,UPI
2025-09-03 17:44:49,S005,Contraption,1,123.82,CASH
2025-09-03 08:17:20,S010,Apparatus,4,84.53,UPI
2025-09-03 10:13:47,S006,Doohickey,5,17.95,WALLET
2025-09-03 09:36:30,S003,Thingamajig,3,80.64,UPI
2025-09-03 15:07:26,S003,Apparatus,4,83.66,CASH
2025-09-03 20:03:59,S010,Gadget,4,160.17,CARD
2025-09-03 16:39:42,S001,Whatsit,3,68.06,WALLET
2025-09-03 15:22:08,S004,Doodad,4,35.95,CASH
2025-09-03 18:03:49,S007,Whatsit,2,55.57,UPI
2025-09-03 16:10:06,S005,Whatsit,3,58.18,WALLET
2025-09-03 08:59:22,S009,Whatsit,4,69.69,UPI
2025-09-03 17:36:15,S007,Whatsit,2,58.88,WALLET
2025-09-03 16:32:50,S001,Contraption,2,152.14,CARD
2025-09-03 10:58:14,S006,Gadget,5,170.25,CARD
2025-09-03 14:24:52,S006,Contraption,1,136.13,CASH
2025-09-03 15:44:57,S009,Contraption,2,138.57,WALLET
2025-09-03 20:08:47,S010,Contraption,5,147.97,WALLET
2025-09-03 12:32:48,S005,Gadget,4,151.6,CARD
2025-09-03 13:37:42,S007,Contraption,5,141.13,CARD
2025-09-03 11:42:33,S008,Doodad,5,45.97,CARD
2025-09-03 14:28:49,S006,Doodad,2,40.77,WALLET
2025-09-03 14:39:15,S003,Whatsit,2,66.49,CASH
2025-09-03 15:41:55,S006,Contraption,1,123.13,CASH
2025-09-03 12:24:24,S003,Whatsit,5,58.16,WALLET
2025-09-03 20:10:56,S008,Gadget,4,143.36,CASH
2025-09-03 22:10:05,S010,Widget,1,114.76,UPI
2025-09-03 11:55:05,S004,Contraption,2,147.87,UPI
2025-09-03 17:49:50,S007,Thingamajig,1,86.27,UPI
2025-09-03 19:50:48,S010,Contraption,4,125.28,CASH
2025-09-03 22:24:20,S006,Doodad,4,42.75,CASH
2025-09-03 21:33:04,S007,Whatsit,2,58.51,WALLET
2025-09-03 17:32:47,S003,Gadget,5,170.33,UPI
2025-09-03 20:11:14,S003,Contraption,3,152.78,WALLET
2025-09-03 16:45:02,S006,Contraption,5,154.05,CASH
2025-09-03 08:28:53,S002,Apparatus,1,89.65,CARD
2025-09-03 09:04:18,S009,Gadget,2,154.71,CARD
2025-09-03 18:11:42,S010,Thingamajig,3,83.48,CASH
2025-09-03 11:03:08,S010,Thingamajig,2,87.65,UPI
2025-09-03 19:05:53,S007,Apparatus,2,84.19,UPI
2025-09-03 08:20:49,S006,Widget,3,106.56,UPI
2025-09-03 14:42:19,S007,Thingamajig,4,71.52,WALLET
2025-09-03 18:04:46,S010,Gadget,1,157.43,CARD
2025-09-03 11:07:46,S001,Thingamajig,4,79.16,UPI
2025-09-03 13:08:29,S002,Gadget,3,163.79,CASH
2025-09-03 22:04:35,S008,Gadget,4,161.79,CASH
2025-09-03 08:13:58,S009,Whatsit,5,58.29,UPI
2025-09-03 08:19:16,S007,Thingamajig,5,85.38,CARD
2025-09-03 18:55:26,S002,Thingamajig,4,88.85,CASH
2025-09-03 21:28:11,S006,Thingamajig,1,79.42,CARD
2025-09-03 12:27:26,S002,Thingamajig,3,72.82,UPI
2025-09-03 17:20:10,S001,Gadget,2,147.86,CARD
2025-09-03 14:49:30,S009,Widget,1,104.51,WALLET
2025-09-03 12:00:33,S008,Doodad,2,36.71,WALLET
2025-09-03 22:01:52,S003,Doohickey,1,19.79,UPI
2025-09-03 10:21:01,S002,Whatsit,5,64.0,UPI
2025-09-03 20:07:04,S004,Whatsit,3,65.48,CARD
2025-09-03 19:04:46,S004,Gadget,4,173.61,UPI
2025-09-03 19:56:45,S010,Doohickey,4,17.35,CARD
2025-09-03 11:15:13,S002,Thingamajig,1,78.55,CASH
2025-09-03 14:02:40,S004,Thingamajig,5,78.69,CASH
2025-09-03 19:24:36,S009,Doohickey,2,17.94,UPI
2025-09-03 16:46:11,S006,Gadget,3,143.41,CARD
2025-09-03 08:57:54,S005,Doodad,1,46.28,UPI
2025-09-03 09:29:40,S005,Doodad,5,36.86,CASH
2025-09-03 15:27:11,S006,Gadget,3,141.39,CARD
2025-09-03 13:12:29,S006,Apparatus,5,81.46,CASH
2025-09-03 17:35:30,S010,Doohickey,1,18.5,WALLET
2025-09-03 17:18:00,S003,Contraption,1,151.98,WALLET
2025-09-03 22:48:13,S008,Gadget,3,148.11,CARD
